<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
ARSF-RM;60;26/08/20;22:00:00;16683.0000000;16697.0000000;16570.0000000;16591.0000000;193
ARSF-RM;60;26/08/20;23:00:00;16593.0000000;16710.0000000;16548.0000000;16710.0000000;70
ARSF-RM;60;27/08/20;00:00:00;16710.0000000;16830.0000000;16559.0000000;16800.0000000;71
ARSF-RM;60;27/08/20;11:00:00;16746.0000000;16778.0000000;16651.0000000;16747.0000000;88
ARSF-RM;60;27/08/20;12:00:00;16712.0000000;16712.0000000;16600.0000000;16653.0000000;43
ARSF-RM;60;27/08/20;13:00:00;16644.0000000;16670.0000000;16600.0000000;16650.0000000;57
ARSF-RM;60;27/08/20;14:00:00;16610.0000000;16720.0000000;16610.0000000;16720.0000000;29
ARSF-RM;60;27/08/20;15:00:00;16661.0000000;16700.0000000;16600.0000000;16627.0000000;33
ARSF-RM;60;27/08/20;16:00:00;16626.0000000;16648.0000000;16507.0000000;16507.0000000;69
ARSF-RM;60;27/08/20;17:00:00;16610.0000000;17298.0000000;16500.0000000;17133.0000000;852
ARSF-RM;60;27/08/20;18:00:00;17100.0000000;17350.0000000;16920.0000000;17230.0000000;293
ARSF-RM;60;27/08/20;19:00:00;17260.0000000;17322.0000000;17180.0000000;17250.0000000;630
ARSF-RM;60;27/08/20;20:00:00;17196.0000000;17217.0000000;16895.0000000;16971.0000000;129
ARSF-RM;60;27/08/20;21:00:00;16941.0000000;17055.0000000;16941.0000000;17050.0000000;99
ARSF-RM;60;27/08/20;22:00:00;17098.0000000;17183.0000000;17094.0000000;17094.0000000;78
ARSF-RM;60;27/08/20;23:00:00;17048.0000000;17183.0000000;17048.0000000;17087.0000000;181
ARSF-RM;60;28/08/20;00:00:00;17200.0000000;17200.0000000;17200.0000000;17200.0000000;40
ARSF-RM;60;28/08/20;11:00:00;17544.0000000;17894.0000000;16835.0000000;16999.0000000;134
ARSF-RM;60;28/08/20;12:00:00;17000.0000000;17099.0000000;16987.0000000;16999.0000000;91
ARSF-RM;60;28/08/20;13:00:00;17000.0000000;17022.0000000;16904.0000000;17019.0000000;64
ARSF-RM;60;28/08/20;14:00:00;17018.0000000;17029.0000000;16927.0000000;17008.0000000;37
ARSF-RM;60;28/08/20;15:00:00;17000.0000000;17028.0000000;16980.0000000;17028.0000000;38
ARSF-RM;60;28/08/20;16:00:00;17042.0000000;17042.0000000;16950.0000000;17012.0000000;39
